id;player_id;player_name;position;apps;goals;assists
502;121;Christian Eriksen;Right Midfield;44;9.0;20.0
503;121;Christian Eriksen;Centre-Forward;5;2.0;4.0
504;121;Christian Eriksen;Left Winger;4;1.0;1.0
505;121;Christian Eriksen;Defensive Midfield;3;;
506;122;M'Baye Niang;Centre-Forward;77;23.0;13.0
507;122;M'Baye Niang;Left Winger;52;8.0;7.0
508;122;M'Baye Niang;Right Winger;19;2.0;2.0
509;122;M'Baye Niang;Second Striker;7;;2.0
510;123;Tomas Rosicky;Attacking Midfield;180;24.0;29.0
511;123;Tomas Rosicky;Central Midfield;39;3.0;7.0
512;123;Tomas Rosicky;Right Winger;32;3.0;9.0
513;123;Tomas Rosicky;Left Winger;21;;2.0
514;123;Tomas Rosicky;Right Midfield;17;2.0;
515;123;Tomas Rosicky;Left Midfield;9;1.0;2.0
516;123;Tomas Rosicky;Second Striker;1;;
517;124;Mattia Perin;Goalkeeper;255;;
518;125;João Mário;Central Midfield;83;9.0;20.0
519;125;João Mário;Attacking Midfield;56;4.0;10.0
520;125;João Mário;Right Midfield;24;4.0;9.0
521;125;João Mário;Second Striker;6;1.0;5.0
522;125;João Mário;Right Winger;2;;
523;125;João Mário;Left Midfield;2;1.0;
524;125;João Mário;Defensive Midfield;1;;
525;126;Juan Mata;Right Winger;152;36.0;32.0
526;126;Juan Mata;Attacking Midfield;148;35.0;56.0
527;126;Juan Mata;Left Winger;121;29.0;37.0
528;126;Juan Mata;Centre-Forward;3;1.0;1.0
529;126;Juan Mata;Left Midfield;2;1.0;
530;126;Juan Mata;Central Midfield;2;;
531;126;Juan Mata;Right Midfield;1;1.0;
532;126;Juan Mata;Second Striker;1;1.0;
533;127;Nemanja Matic;Defensive Midfield;280;17.0;19.0
534;127;Nemanja Matic;Central Midfield;30;3.0;4.0
535;127;Nemanja Matic;Attacking Midfield;3;;1.0
536;127;Nemanja Matic;Left Midfield;1;;
537;127;Nemanja Matic;Centre-Back;1;;
538;128;Raúl García;Attacking Midfield;200;54.0;31.0
539;128;Raúl García;Central Midfield;52;6.0;4.0
540;128;Raúl García;Right Midfield;32;11.0;2.0
541;128;Raúl García;Right Winger;19;8.0;4.0
542;128;Raúl García;Second Striker;10;2.0;2.0
543;128;Raúl García;Centre-Forward;7;;
544;128;Raúl García;Left Winger;4;;
545;128;Raúl García;Left Midfield;4;1.0;1.0
546;129;Diego;Attacking Midfield;380;100.0;98.0
547;129;Diego;Left Winger;27;6.0;8.0
548;129;Diego;Right Winger;10;;2.0
549;129;Diego;Second Striker;5;2.0;2.0
550;129;Diego;Centre-Forward;1;1.0;
551;129;Diego;Right Midfield;1;;
552;129;Diego;Left Midfield;1;1.0;
553;129;Diego;Central Midfield;1;;
554;130;Emre Can;Defensive Midfield;110;9.0;10.0
555;130;Emre Can;Central Midfield;70;9.0;7.0
556;130;Emre Can;Centre-Back;34;1.0;1.0
557;130;Emre Can;Left-Back;15;1.0;1.0
558;130;Emre Can;Right-Back;5;;
559;130;Emre Can;Left Midfield;3;1.0;
560;130;Emre Can;Attacking Midfield;2;;
561;131;Franck Kessié;Central Midfield;108;12.0;12.0
562;131;Franck Kessié;Defensive Midfield;39;6.0;2.0
563;131;Franck Kessié;Centre-Back;4;;
564;132;Didier Drogba;Centre-Forward;331;155.0;80.0
565;132;Didier Drogba;Second Striker;4;3.0;1.0
566;132;Didier Drogba;Attacking Midfield;3;3.0;
567;133;Sergi Darder;Central Midfield;175;14.0;13.0
568;133;Sergi Darder;Defensive Midfield;7;1.0;
569;133;Sergi Darder;Attacking Midfield;5;;
570;133;Sergi Darder;Left Midfield;2;;
571;134;Oscar;Attacking Midfield;222;45.0;67.0
572;134;Oscar;Left Winger;23;5.0;5.0
573;134;Oscar;Right Winger;23;7.0;7.0
574;134;Oscar;Central Midfield;6;2.0;2.0
575;134;Oscar;Centre-Forward;1;;
576;135;Ángel Correa;Right Winger;91;11.0;12.0
577;135;Ángel Correa;Second Striker;61;11.0;20.0
578;135;Ángel Correa;Centre-Forward;27;7.0;8.0
579;135;Ángel Correa;Left Winger;22;7.0;1.0
580;135;Ángel Correa;Attacking Midfield;1;;
581;136;Maxime Gonalons;Defensive Midfield;320;12.0;11.0
582;136;Maxime Gonalons;Centre-Back;16;;1.0
583;136;Maxime Gonalons;Central Midfield;4;;
584;137;Jakub Blaszczykowski;Right Winger;164;23.0;32.0
585;137;Jakub Blaszczykowski;Right Midfield;94;9.0;17.0
586;137;Jakub Blaszczykowski;Right-Back;15;;4.0
587;137;Jakub Blaszczykowski;Second Striker;12;;3.0
588;137;Jakub Blaszczykowski;Attacking Midfield;3;;
589;137;Jakub Blaszczykowski;Central Midfield;2;;1.0
590;137;Jakub Blaszczykowski;Left Midfield;1;;
591;137;Jakub Blaszczykowski;Left-Back;1;;
592;138;Paul Scholes;Central Midfield;146;17.0;11.0
593;138;Paul Scholes;Attacking Midfield;31;7.0;4.0
594;138;Paul Scholes;Defensive Midfield;20;2.0;3.0
595;138;Paul Scholes;Left Midfield;11;3.0;1.0
596;138;Paul Scholes;Right Midfield;3;;1.0
597;138;Paul Scholes;Second Striker;3;;
598;139;Zvjezdan Misimovic;Attacking Midfield;214;55.0;86.0
599;139;Zvjezdan Misimovic;Central Midfield;25;4.0;14.0
600;139;Zvjezdan Misimovic;Right Midfield;14;3.0;4.0
601;139;Zvjezdan Misimovic;Centre-Forward;8;4.0;2.0
602;139;Zvjezdan Misimovic;Left Midfield;7;1.0;
603;139;Zvjezdan Misimovic;Right Winger;6;2.0;
604;139;Zvjezdan Misimovic;Second Striker;5;;
605;139;Zvjezdan Misimovic;Left Winger;2;;2.0
606;139;Zvjezdan Misimovic;Defensive Midfield;1;;
607;140;Luis Muriel;Centre-Forward;190;57.0;41.0
608;140;Luis Muriel;Right Winger;6;1.0;1.0
609;140;Luis Muriel;Second Striker;5;2.0;1.0
610;140;Luis Muriel;Left Winger;2;3.0;
611;141;Iker Casillas;Goalkeeper;828;;
612;142;Fernandinho;Defensive Midfield;178;12.0;19.0
613;142;Fernandinho;Central Midfield;153;22.0;25.0
614;142;Fernandinho;Right-Back;6;1.0;
615;142;Fernandinho;Right Midfield;5;1.0;1.0
616;142;Fernandinho;Left Midfield;5;1.0;1.0
617;142;Fernandinho;Attacking Midfield;4;2.0;
618;142;Fernandinho;Left-Back;2;;
619;142;Fernandinho;Centre-Back;2;;
620;143;Arthur;Central Midfield;58;1.0;2.0
621;143;Arthur;Defensive Midfield;11;1.0;2.0
622;143;Arthur;Attacking Midfield;3;;
623;144;Ousmane Dembélé;Right Winger;51;13.0;17.0
624;144;Ousmane Dembélé;Left Winger;43;13.0;14.0
625;144;Ousmane Dembélé;Attacking Midfield;30;12.0;9.0
626;144;Ousmane Dembélé;Centre-Forward;3;1.0;
627;144;Ousmane Dembélé;Second Striker;1;;
628;144;Ousmane Dembélé;Right Midfield;1;;
629;145;Seydou Doumbia;Centre-Forward;216;108.0;39.0
630;145;Seydou Doumbia;Right Winger;8;4.0;
631;145;Seydou Doumbia;Second Striker;6;1.0;
632;145;Seydou Doumbia;Left Winger;5;3.0;1.0
633;146;Toby Alderweireld;Centre-Back;339;22.0;14.0
634;146;Toby Alderweireld;Right-Back;7;;1.0
635;146;Toby Alderweireld;Defensive Midfield;5;;
636;146;Toby Alderweireld;Left-Back;1;;
637;147;Lorenzo Insigne;Left Winger;264;95.0;66.0
638;147;Lorenzo Insigne;Second Striker;50;15.0;12.0
639;147;Lorenzo Insigne;Right Winger;6;;1.0
640;147;Lorenzo Insigne;Attacking Midfield;6;2.0;2.0
641;147;Lorenzo Insigne;Centre-Forward;5;1.0;
642;148;Richard Dunne;Centre-Back;157;3.0;1.0
643;148;Richard Dunne;Right-Back;3;;
644;149;Claudio Marchisio;Central Midfield;285;32.0;31.0
645;149;Claudio Marchisio;Defensive Midfield;82;3.0;8.0
646;149;Claudio Marchisio;Left Midfield;9;1.0;1.0
647;149;Claudio Marchisio;Attacking Midfield;7;1.0;1.0
648;149;Claudio Marchisio;Left Winger;1;;
649;149;Claudio Marchisio;Right Winger;1;;
650;149;Claudio Marchisio;Right Midfield;1;;
651;150;Lars Bender;Defensive Midfield;169;14.0;14.0
652;150;Lars Bender;Right Midfield;61;3.0;9.0
653;150;Lars Bender;Central Midfield;34;6.0;1.0
654;150;Lars Bender;Right-Back;22;2.0;5.0
655;150;Lars Bender;Centre-Back;11;;1.0
656;150;Lars Bender;Attacking Midfield;5;;1.0
657;150;Lars Bender;Left Midfield;2;;
658;151;Franco Vázquez;Attacking Midfield;117;23.0;17.0
659;151;Franco Vázquez;Second Striker;59;13.0;11.0
660;151;Franco Vázquez;Central Midfield;26;2.0;3.0
661;151;Franco Vázquez;Centre-Forward;16;3.0;4.0
662;151;Franco Vázquez;Right Winger;14;1.0;4.0
663;151;Franco Vázquez;Left Winger;4;2.0;1.0
664;151;Franco Vázquez;Defensive Midfield;3;;1.0
665;152;Lucho González;Central Midfield;210;34.0;30.0
666;152;Lucho González;Attacking Midfield;85;16.0;15.0
667;152;Lucho González;Defensive Midfield;11;2.0;
668;152;Lucho González;Left Midfield;3;;1.0
669;152;Lucho González;Centre-Back;2;;1.0
670;152;Lucho González;Right Midfield;1;;
671;153;Karl Toko Ekambi;Centre-Forward;110;48.0;14.0
672;153;Karl Toko Ekambi;Left Winger;39;5.0;4.0
673;153;Karl Toko Ekambi;Left Midfield;9;3.0;
674;153;Karl Toko Ekambi;Right Winger;3;3.0;
675;154;Yaya Touré;Central Midfield;211;54.0;31.0
676;154;Yaya Touré;Defensive Midfield;112;15.0;10.0
677;154;Yaya Touré;Attacking Midfield;49;7.0;11.0
678;154;Yaya Touré;Centre-Back;4;1.0;
679;154;Yaya Touré;Right-Back;1;;
680;155;Lucas Moura;Right Winger;178;42.0;47.0
681;155;Lucas Moura;Left Winger;38;7.0;6.0
682;155;Lucas Moura;Second Striker;18;7.0;6.0
683;155;Lucas Moura;Centre-Forward;8;1.0;2.0
684;155;Lucas Moura;Attacking Midfield;7;2.0;1.0
685;156;Ricardo Carvalho;Centre-Back;347;13.0;10.0
686;156;Ricardo Carvalho;Left-Back;1;;
687;157;Jonas Hector;Left-Back;144;6.0;7.0
688;157;Jonas Hector;Defensive Midfield;44;;1.0
689;157;Jonas Hector;Left Midfield;12;3.0;2.0
690;157;Jonas Hector;Central Midfield;9;1.0;1.0
691;157;Jonas Hector;Right Midfield;4;;3.0
692;157;Jonas Hector;Attacking Midfield;2;;1.0
693;158;Fabián Ruiz;Central Midfield;55;6.0;5.0
694;158;Fabián Ruiz;Attacking Midfield;29;2.0;4.0
695;158;Fabián Ruiz;Left Midfield;14;3.0;1.0
696;158;Fabián Ruiz;Right Midfield;4;;
697;158;Fabián Ruiz;Defensive Midfield;1;;
698;158;Fabián Ruiz;Second Striker;1;;
699;159;Javi García;Defensive Midfield;260;15.0;3.0
700;159;Javi García;Centre-Back;30;2.0;
701;159;Javi García;Central Midfield;11;;1.0
702;159;Javi García;Right Midfield;4;;
703;160;Kyle Walker;Right-Back;291;6.0;26.0
704;160;Kyle Walker;Right Midfield;13;;2.0
705;160;Kyle Walker;Centre-Back;1;;
706;161;Liedson;Centre-Forward;95;39.0;10.0
707;161;Liedson;Left Winger;12;5.0;4.0
708;161;Liedson;Second Striker;5;;
709;162;Jackson Martínez;Centre-Forward;192;109.0;24.0
710;162;Jackson Martínez;Right Winger;1;;
711;163;Roberto Soriano;Central Midfield;81;8.0;8.0
712;163;Roberto Soriano;Left Midfield;63;9.0;8.0
713;163;Roberto Soriano;Attacking Midfield;55;11.0;4.0
714;163;Roberto Soriano;Left Winger;13;4.0;1.0
715;163;Roberto Soriano;Right Midfield;10;;
716;163;Roberto Soriano;Defensive Midfield;2;1.0;
717;163;Roberto Soriano;Second Striker;1;;
718;164;Christian Benteke;Centre-Forward;241;94.0;35.0
719;164;Christian Benteke;Second Striker;2;1.0;
720;165;Divock Origi;Centre-Forward;122;36.0;15.0
721;165;Divock Origi;Left Winger;18;4.0;
722;165;Divock Origi;Right Winger;13;4.0;2.0
723;165;Divock Origi;Second Striker;1;;
724;166;Robin van Persie;Centre-Forward;272;150.0;56.0
725;166;Robin van Persie;Second Striker;33;16.0;10.0
726;166;Robin van Persie;Left Winger;27;8.0;6.0
727;166;Robin van Persie;Attacking Midfield;17;11.0;1.0
728;166;Robin van Persie;Right Winger;6;;1.0
729;167;Bosingwa;Right-Back;161;2.0;11.0
730;167;Bosingwa;Centre-Back;23;;1.0
731;167;Bosingwa;Right Midfield;16;;
732;167;Bosingwa;Left-Back;13;;
733;167;Bosingwa;Defensive Midfield;5;1.0;
734;168;René Adler;Goalkeeper;331;;
735;169;Simão;Left Winger;133;16.0;22.0
736;169;Simão;Right Winger;36;5.0;6.0
737;169;Simão;Attacking Midfield;14;2.0;
738;169;Simão;Left Midfield;9;;2.0
739;169;Simão;Right Midfield;8;1.0;
740;169;Simão;Second Striker;2;;
741;170;Rio Ferdinand;Centre-Back;291;5.0;4.0
742;171;Vincent Kompany;Centre-Back;257;16.0;5.0
743;171;Vincent Kompany;Defensive Midfield;21;;
744;172;Gabriel Milito;Centre-Back;126;5.0;2.0
745;172;Gabriel Milito;Left-Back;1;;
746;173;Manuel Neuer;Goalkeeper;519;;
747;174;Diego Godín;Centre-Back;374;23.0;14.0
748;175;Ryan Shawcross;Centre-Back;293;8.0;12.0
749;176;Leonardo Spinazzola;Left Midfield;79;5.0;12.0
750;176;Leonardo Spinazzola;Left-Back;23;2.0;1.0
751;176;Leonardo Spinazzola;Right Winger;17;;
752;176;Leonardo Spinazzola;Central Midfield;17;1.0;2.0
753;176;Leonardo Spinazzola;Left Winger;15;;
754;176;Leonardo Spinazzola;Right Midfield;8;;
755;176;Leonardo Spinazzola;Right-Back;1;;
756;177;Keisuke Honda;Attacking Midfield;97;27.0;15.0
757;177;Keisuke Honda;Right Winger;89;15.0;19.0
758;177;Keisuke Honda;Left Winger;41;5.0;1.0
759;177;Keisuke Honda;Left-Back;17;1.0;
760;177;Keisuke Honda;Central Midfield;14;2.0;6.0
761;177;Keisuke Honda;Left Midfield;11;6.0;
762;177;Keisuke Honda;Right Midfield;10;4.0;3.0
763;177;Keisuke Honda;Second Striker;3;1.0;
764;178;Nikola Milenkovic;Centre-Back;56;4.0;1.0
765;178;Nikola Milenkovic;Right-Back;26;2.0;
766;179;Senad Lulic;Left Midfield;147;18.0;24.0
767;179;Senad Lulic;Left-Back;53;4.0;9.0
768;179;Senad Lulic;Central Midfield;46;6.0;10.0
769;179;Senad Lulic;Left Winger;37;8.0;11.0
770;179;Senad Lulic;Right Midfield;8;1.0;1.0
771;179;Senad Lulic;Right-Back;1;;
772;180;Aleksandr Kerzhakov;Centre-Forward;188;52.0;25.0
773;180;Aleksandr Kerzhakov;Right Winger;4;1.0;
774;180;Aleksandr Kerzhakov;Left Winger;3;2.0;2.0
775;181;Mario Götze;Attacking Midfield;142;41.0;44.0
776;181;Mario Götze;Left Winger;41;11.0;10.0
777;181;Mario Götze;Right Winger;36;12.0;7.0
778;181;Mario Götze;Centre-Forward;24;6.0;6.0
779;181;Mario Götze;Central Midfield;22;1.0;3.0
780;181;Mario Götze;Right Midfield;20;3.0;8.0
781;181;Mario Götze;Left Midfield;3;;2.0
782;182;Roberto Gagliardini;Central Midfield;112;10.0;4.0
783;182;Roberto Gagliardini;Defensive Midfield;25;;1.0
784;182;Roberto Gagliardini;Right Midfield;12;1.0;
785;182;Roberto Gagliardini;Attacking Midfield;3;;
786;183;Marvin Plattenhardt;Left-Back;195;5.0;29.0
787;183;Marvin Plattenhardt;Left Midfield;14;2.0;2.0
788;184;Sofiane Feghouli;Right Winger;180;36.0;37.0
789;184;Sofiane Feghouli;Right Midfield;42;3.0;10.0
790;184;Sofiane Feghouli;Attacking Midfield;14;2.0;6.0
791;184;Sofiane Feghouli;Left Midfield;12;;
792;184;Sofiane Feghouli;Left Winger;8;3.0;
793;184;Sofiane Feghouli;Central Midfield;2;;
794;184;Sofiane Feghouli;Centre-Forward;1;;
795;185;Roy Makaay;Centre-Forward;193;114.0;39.0
796;185;Roy Makaay;Right Winger;2;;
797;185;Roy Makaay;Left Winger;1;1.0;
798;185;Roy Makaay;Attacking Midfield;1;;
799;186;Deco;Attacking Midfield;128;16.0;45.0
800;186;Deco;Central Midfield;64;8.0;16.0
801;186;Deco;Right Winger;28;2.0;6.0
802;186;Deco;Right Midfield;2;;1.0
803;186;Deco;Left Midfield;2;;
804;187;Virgil van Dijk;Centre-Back;305;30.0;13.0
805;187;Virgil van Dijk;Right-Back;1;2.0;1.0
806;188;Gonçalo Guedes;Right Winger;57;13.0;18.0
807;188;Gonçalo Guedes;Left Winger;50;6.0;12.0
808;188;Gonçalo Guedes;Second Striker;29;6.0;10.0
809;188;Gonçalo Guedes;Centre-Forward;14;6.0;4.0
810;189;Duje Caleta-Car;Centre-Back;164;4.0;7.0
811;190;Joe Hart;Goalkeeper;363;;
812;191;Adriano;Left-Back;192;11.0;25.0
813;191;Adriano;Right-Back;46;6.0;3.0
814;191;Adriano;Left Midfield;39;6.0;
815;191;Adriano;Left Winger;18;2.0;4.0
816;191;Adriano;Centre-Back;13;;
817;191;Adriano;Central Midfield;8;1.0;
818;191;Adriano;Right Winger;4;;1.0
819;191;Adriano;Right Midfield;4;1.0;1.0
820;192;Morgan Schneiderlin;Defensive Midfield;189;12.0;5.0
821;192;Morgan Schneiderlin;Central Midfield;40;2.0;1.0
822;192;Morgan Schneiderlin;Right Midfield;5;1.0;1.0
823;193;Gerard Deulofeu;Right Winger;138;32.0;30.0
824;193;Gerard Deulofeu;Left Winger;57;11.0;6.0
825;193;Gerard Deulofeu;Centre-Forward;17;3.0;3.0
826;193;Gerard Deulofeu;Second Striker;4;;
827;193;Gerard Deulofeu;Attacking Midfield;2;2.0;1.0
828;194;Sokratis;Centre-Back;296;15.0;6.0
829;194;Sokratis;Right-Back;24;1.0;
830;194;Sokratis;Left-Back;4;;
831;194;Sokratis;Defensive Midfield;2;;
832;195;Esteban Cambiasso;Defensive Midfield;323;36.0;25.0
833;195;Esteban Cambiasso;Central Midfield;47;6.0;4.0
834;195;Esteban Cambiasso;Centre-Back;12;1.0;
835;195;Esteban Cambiasso;Left Midfield;10;1.0;
836;196;Franck Ribéry;Left Winger;380;103.0;166.0
837;196;Franck Ribéry;Left Midfield;47;17.0;24.0
838;196;Franck Ribéry;Attacking Midfield;14;5.0;4.0
839;196;Franck Ribéry;Right Winger;12;3.0;3.0
840;197;Mattia De Sciglio;Right-Back;119;2.0;3.0
841;197;Mattia De Sciglio;Left-Back;72;;3.0
842;197;Mattia De Sciglio;Left Midfield;5;;
843;197;Mattia De Sciglio;Centre-Back;1;;
844;198;Peter Crouch;Centre-Forward;339;90.0;51.0
845;199;Benoît Cheyrou;Defensive Midfield;178;13.0;24.0
846;199;Benoît Cheyrou;Central Midfield;132;16.0;20.0
847;199;Benoît Cheyrou;Left Midfield;7;1.0;
848;199;Benoît Cheyrou;Attacking Midfield;2;;
849;200;Edin Dzeko;Centre-Forward;414;216.0;95.0
850;200;Edin Dzeko;Left Winger;3;;
851;200;Edin Dzeko;Second Striker;1;;
852;200;Edin Dzeko;Right Winger;1;1.0;
853;201;Ciro Immobile;Centre-Forward;293;173.0;49.0
854;201;Ciro Immobile;Right Winger;1;;
855;202;Stefan de Vrij;Centre-Back;231;15.0;7.0
856;202;Stefan de Vrij;Sweeper;8;1.0;1.0
857;202;Stefan de Vrij;Right-Back;4;;
858;203;Micah Richards;Right-Back;106;3.0;10.0
859;203;Micah Richards;Centre-Back;45;1.0;1.0
860;203;Micah Richards;Right Midfield;1;;
861;204;Wálter Samuel;Centre-Back;284;17.0;6.0
862;204;Wálter Samuel;Sweeper;3;;
863;205;Kolo Touré;Centre-Back;197;4.0;5.0
864;205;Kolo Touré;Right-Back;16;;
865;205;Kolo Touré;Left-Back;1;;
866;206;Manolo Gabbiadini;Centre-Forward;149;42.0;3.0
867;206;Manolo Gabbiadini;Right Winger;59;20.0;6.0
868;206;Manolo Gabbiadini;Second Striker;13;3.0;4.0
869;206;Manolo Gabbiadini;Left Winger;8;2.0;1.0
870;207;Jonathan Bamba;Left Winger;46;15.0;7.0
871;207;Jonathan Bamba;Right Winger;35;4.0;6.0
872;207;Jonathan Bamba;Centre-Forward;11;1.0;4.0
873;207;Jonathan Bamba;Attacking Midfield;1;;
874;208;Luciano Vietto;Centre-Forward;161;46.0;22.0
875;208;Luciano Vietto;Second Striker;8;;
876;208;Luciano Vietto;Right Winger;8;2.0;2.0
877;208;Luciano Vietto;Left Winger;7;1.0;2.0
878;209;Christoph Kramer;Defensive Midfield;210;9.0;14.0
879;209;Christoph Kramer;Central Midfield;43;4.0;2.0
880;209;Christoph Kramer;Attacking Midfield;2;;
881;209;Christoph Kramer;Centre-Back;2;;
882;209;Christoph Kramer;Right Midfield;1;1.0;
883;210;Hulk;Right Winger;176;82.0;70.0
884;210;Hulk;Centre-Forward;92;61.0;35.0
885;210;Hulk;Left Winger;38;21.0;22.0
886;210;Hulk;Attacking Midfield;6;4.0;4.0
887;210;Hulk;Second Striker;6;1.0;2.0
888;211;Dejan Lovren;Centre-Back;290;11.0;8.0
889;211;Dejan Lovren;Right-Back;3;;
890;211;Dejan Lovren;Left-Back;1;1.0;
891;212;Willian;Right Winger;134;16.0;25.0
892;212;Willian;Left Winger;114;17.0;37.0
893;212;Willian;Attacking Midfield;101;28.0;21.0
894;212;Willian;Second Striker;5;;
895;212;Willian;Right Midfield;4;1.0;
896;212;Willian;Left Midfield;2;1.0;
897;213;Luke Shaw;Left-Back;152;1.0;7.0
898;213;Luke Shaw;Left Midfield;10;;1.0
899;214;Quincy Promes;Right Winger;94;42.0;26.0
900;214;Quincy Promes;Left Winger;56;20.0;11.0
901;214;Quincy Promes;Attacking Midfield;49;20.0;8.0
902;214;Quincy Promes;Centre-Forward;23;9.0;6.0
903;214;Quincy Promes;Second Striker;9;4.0;2.0
904;214;Quincy Promes;Right Midfield;8;;1.0
905;214;Quincy Promes;Left Midfield;3;1.0;2.0
906;214;Quincy Promes;Central Midfield;1;1.0;2.0
907;215;Ramiro Funes Mori;Centre-Back;132;10.0;5.0
908;215;Ramiro Funes Mori;Left-Back;23;3.0;1.0
909;215;Ramiro Funes Mori;Defensive Midfield;6;1.0;1.0
910;216;Antonio Di Natale;Centre-Forward;238;137.0;37.0
911;216;Antonio Di Natale;Left Winger;97;36.0;12.0
912;216;Antonio Di Natale;Right Winger;24;9.0;3.0
913;216;Antonio Di Natale;Attacking Midfield;11;8.0;
914;216;Antonio Di Natale;Second Striker;9;7.0;2.0
915;217;Maxwell;Left-Back;293;15.0;30.0
916;217;Maxwell;Central Midfield;8;2.0;1.0
917;217;Maxwell;Left Midfield;7;;
918;217;Maxwell;Defensive Midfield;1;;1.0
919;217;Maxwell;Left Winger;1;;1.0
920;218;Nenê;Left Winger;136;51.0;46.0
921;218;Nenê;Attacking Midfield;108;33.0;17.0
922;218;Nenê;Left Midfield;28;5.0;6.0
923;218;Nenê;Right Winger;22;9.0;7.0
924;218;Nenê;Centre-Forward;7;5.0;3.0
925;218;Nenê;Right Midfield;5;;1.0
926;218;Nenê;Second Striker;3;;
927;219;Andrés D'Alessandro;Attacking Midfield;130;23.0;32.0
928;219;Andrés D'Alessandro;Left Winger;78;14.0;21.0
929;219;Andrés D'Alessandro;Right Winger;63;12.0;7.0
930;219;Andrés D'Alessandro;Right Midfield;8;;1.0
931;219;Andrés D'Alessandro;Left Midfield;7;;2.0
932;219;Andrés D'Alessandro;Central Midfield;3;1.0;
933;220;Kieran Gibbs;Left-Back;216;6.0;25.0
934;220;Kieran Gibbs;Left Midfield;40;2.0;3.0
935;221;Giovani Lo Celso;Central Midfield;60;12.0;7.0
936;221;Giovani Lo Celso;Attacking Midfield;28;3.0;11.0
937;221;Giovani Lo Celso;Defensive Midfield;15;1.0;2.0
938;221;Giovani Lo Celso;Left Winger;1;1.0;
939;222;Karim Benzema;Centre-Forward;416;202.0;112.0
940;222;Karim Benzema;Right Winger;16;17.0;1.0
941;222;Karim Benzema;Left Winger;16;9.0;6.0
942;222;Karim Benzema;Second Striker;1;;
943;223;Nuri Sahin;Central Midfield;138;17.0;26.0
944;223;Nuri Sahin;Defensive Midfield;101;8.0;18.0
945;223;Nuri Sahin;Left Midfield;25;3.0;6.0
946;223;Nuri Sahin;Attacking Midfield;21;2.0;3.0
947;223;Nuri Sahin;Centre-Back;1;;
948;224;David de Gea;Goalkeeper;390;;
949;225;Alessandro Del Piero;Second Striker;208;111.0;50.0
950;225;Alessandro Del Piero;Centre-Forward;89;35.0;17.0
951;225;Alessandro Del Piero;Attacking Midfield;27;8.0;4.0
952;225;Alessandro Del Piero;Left Winger;22;10.0;2.0
953;225;Alessandro Del Piero;Right Winger;4;1.0;
954;225;Alessandro Del Piero;Left Midfield;1;;
955;226;Iván Córdoba;Centre-Back;163;9.0;2.0
956;226;Iván Córdoba;Left-Back;11;;
957;226;Iván Córdoba;Right-Back;11;;
958;227;Fabio Quagliarella;Centre-Forward;335;134.0;41.0
959;227;Fabio Quagliarella;Second Striker;18;8.0;2.0
960;227;Fabio Quagliarella;Right Winger;17;4.0;4.0
961;227;Fabio Quagliarella;Left Winger;13;5.0;
962;228;Albert Riera;Left Winger;63;10.0;15.0
963;228;Albert Riera;Left-Back;40;3.0;4.0
964;228;Albert Riera;Left Midfield;28;2.0;6.0
965;228;Albert Riera;Centre-Forward;3;;
966;228;Albert Riera;Right Midfield;2;;
967;228;Albert Riera;Right Winger;1;;1.0
968;229;Steven Bergwijn;Left Winger;71;17.0;19.0
969;229;Steven Bergwijn;Right Winger;54;12.0;13.0
970;229;Steven Bergwijn;Centre-Forward;16;7.0;3.0
971;230;Andrés Iniesta;Central Midfield;418;33.0;83.0
972;230;Andrés Iniesta;Left Winger;91;8.0;32.0
973;230;Andrés Iniesta;Left Midfield;28;1.0;3.0
974;230;Andrés Iniesta;Right Winger;23;4.0;4.0
975;230;Andrés Iniesta;Attacking Midfield;21;3.0;5.0
976;231;Arda Turan;Left Winger;195;51.0;59.0
977;231;Arda Turan;Right Winger;117;16.0;30.0
978;231;Arda Turan;Attacking Midfield;70;9.0;22.0
979;231;Arda Turan;Centre-Forward;2;1.0;1.0
980;231;Arda Turan;Central Midfield;2;;
981;232;Héctor Bellerín;Right-Back;169;6.0;27.0
982;232;Héctor Bellerín;Right Midfield;38;5.0;3.0
983;232;Héctor Bellerín;Left-Back;2;;
984;232;Héctor Bellerín;Left Midfield;2;;
985;233;Fernando Torres;Centre-Forward;395;123.0;53.0
986;233;Fernando Torres;Right Winger;4;;
987;233;Fernando Torres;Left Winger;4;2.0;1.0
988;233;Fernando Torres;Second Striker;1;;
989;234;Gianluca Zambrotta;Right-Back;118;4.0;7.0
990;234;Gianluca Zambrotta;Left-Back;97;1.0;3.0
991;234;Gianluca Zambrotta;Right Midfield;45;2.0;4.0
