id;player_id;player_name;position;apps;goals;assists
29451;7073;Philippe Sandler;Defensive Midfield;6;;
29452;7074;Víctor Álvarez;Left-Back;80;1.0;5.0
29453;7074;Víctor Álvarez;Left Midfield;24;1.0;3.0
29454;7074;Víctor Álvarez;Left Winger;12;;
29455;7074;Víctor Álvarez;Right Midfield;1;;
29456;7075;George Puscas;Centre-Forward;112;47.0;1.0
29457;7075;George Puscas;Left Winger;8;4.0;
29458;7075;George Puscas;Second Striker;5;3.0;
29459;7075;George Puscas;Right Winger;1;1.0;
29460;7076;Filip Novak;Left-Back;145;22.0;16.0
29461;7076;Filip Novak;Centre-Back;16;5.0;
29462;7076;Filip Novak;Right-Back;5;;
29463;7076;Filip Novak;Central Midfield;2;;1.0
29464;7076;Filip Novak;Left Midfield;1;;
29465;7076;Filip Novak;Defensive Midfield;1;;
29466;7077;Adam Federici;Goalkeeper;147;;
29467;7078;Félix Borja;Centre-Forward;122;40.0;3.0
29468;7078;Félix Borja;Left Winger;3;;
29469;7078;Félix Borja;Right Winger;1;;
29470;7078;Félix Borja;Right Midfield;1;;
29471;7079;Gabriel;Goalkeeper;107;;
29472;7080;Mattias Johansson;Right-Back;207;11.0;12.0
29473;7080;Mattias Johansson;Right Midfield;9;;
29474;7080;Mattias Johansson;Right Winger;9;;1.0
29475;7080;Mattias Johansson;Central Midfield;1;;
29476;7080;Mattias Johansson;Centre-Back;1;;
29477;7081;Alain Goma;Right-Back;7;;
29478;7081;Alain Goma;Centre-Back;5;;
29479;7081;Alain Goma;Left-Back;1;;
29480;7082;Cleyton;Attacking Midfield;146;36.0;31.0
29481;7082;Cleyton;Centre-Forward;20;3.0;5.0
29482;7082;Cleyton;Second Striker;12;3.0;1.0
29483;7082;Cleyton;Central Midfield;9;;1.0
29484;7082;Cleyton;Right Winger;5;;3.0
29485;7082;Cleyton;Left Winger;4;;
29486;7083;Javier Garrido;Right-Back;5;1.0;
29487;7084;Roberto Colautti;Centre-Forward;55;17.0;6.0
29488;7084;Roberto Colautti;Second Striker;1;;
29489;7084;Roberto Colautti;Left Winger;1;;
29490;7085;Luciano Becchio;Centre-Forward;97;35.0;7.0
29491;7085;Luciano Becchio;Left Winger;2;1.0;
29492;7086;Renaud Ripart;Right Midfield;34;7.0;3.0
29493;7086;Renaud Ripart;Left Midfield;31;6.0;8.0
29494;7086;Renaud Ripart;Centre-Forward;19;6.0;2.0
29495;7086;Renaud Ripart;Right Winger;11;2.0;2.0
29496;7086;Renaud Ripart;Left Winger;7;2.0;
29497;7086;Renaud Ripart;Right-Back;5;;
29498;7086;Renaud Ripart;Left-Back;4;1.0;
29499;7087;Teteh Bangura;Centre-Forward;34;12.0;4.0
29500;7087;Teteh Bangura;Right Winger;3;;
29501;7088;Ebenezer Assifuah;Centre-Forward;51;22.0;6.0
29502;7088;Ebenezer Assifuah;Right Winger;22;4.0;5.0
29503;7088;Ebenezer Assifuah;Right Midfield;21;4.0;6.0
29504;7088;Ebenezer Assifuah;Left Midfield;16;5.0;
29505;7088;Ebenezer Assifuah;Left Winger;11;1.0;1.0
29506;7088;Ebenezer Assifuah;Second Striker;4;;
29507;7088;Ebenezer Assifuah;Attacking Midfield;1;;
29508;7089;Eden Ben Basat;Centre-Forward;79;24.0;6.0
29509;7089;Eden Ben Basat;Left Winger;32;8.0;2.0
29510;7089;Eden Ben Basat;Second Striker;1;;
29511;7090;George Ogararu;Right-Back;24;;3.0
29512;7090;George Ogararu;Centre-Back;4;;
29513;7090;George Ogararu;Right Midfield;3;;
29514;7090;George Ogararu;Left-Back;2;;
29515;7090;George Ogararu;Right Winger;1;2.0;
29516;7090;George Ogararu;Defensive Midfield;1;;
29517;7091;Sebastián Rincón;Centre-Forward;20;6.0;5.0
29518;7091;Sebastián Rincón;Right Winger;15;2.0;1.0
29519;7091;Sebastián Rincón;Right Midfield;3;2.0;1.0
29520;7091;Sebastián Rincón;Second Striker;1;;
29521;7091;Sebastián Rincón;Left Winger;1;;
29522;7091;Sebastián Rincón;Attacking Midfield;1;1.0;
29523;7092;Junior Tallo;Centre-Forward;115;37.0;7.0
29524;7092;Junior Tallo;Right Winger;7;;
29525;7092;Junior Tallo;Second Striker;5;1.0;1.0
29526;7092;Junior Tallo;Left Winger;5;;
29527;7092;Junior Tallo;Attacking Midfield;2;1.0;
29528;7092;Junior Tallo;Right Midfield;1;;
29529;7093;Stéphane Dumont;Defensive Midfield;26;2.0;2.0
29530;7093;Stéphane Dumont;Central Midfield;16;2.0;1.0
29531;7093;Stéphane Dumont;Centre-Back;3;;
29532;7094;Gerard Gumbau;Central Midfield;83;10.0;4.0
29533;7094;Gerard Gumbau;Defensive Midfield;40;4.0;2.0
29534;7094;Gerard Gumbau;Centre-Back;16;2.0;
29535;7094;Gerard Gumbau;Left Midfield;2;;
29536;7095;Giuseppe De Feudis;Defensive Midfield;223;5.0;6.0
29537;7095;Giuseppe De Feudis;Central Midfield;83;1.0;2.0
29538;7095;Giuseppe De Feudis;Left Midfield;12;;
29539;7095;Giuseppe De Feudis;Left Winger;1;;
29540;7096;Élson;Attacking Midfield;24;2.0;2.0
29541;7096;Élson;Left Midfield;5;;
29542;7096;Élson;Central Midfield;1;;1.0
29543;7096;Élson;Right Midfield;1;;
29544;7097;Stephen Kingsley;Left-Back;150;1.0;9.0
29545;7097;Stephen Kingsley;Centre-Back;26;;
29546;7097;Stephen Kingsley;Left Midfield;8;;
29547;7097;Stephen Kingsley;Defensive Midfield;1;;
29548;7098;Amine Chermiti;Centre-Forward;124;36.0;21.0
29549;7098;Amine Chermiti;Left Winger;10;6.0;2.0
29550;7098;Amine Chermiti;Right Winger;7;1.0;2.0
29551;7098;Amine Chermiti;Left Midfield;4;;1.0
29552;7098;Amine Chermiti;Second Striker;3;1.0;1.0
29553;7098;Amine Chermiti;Attacking Midfield;2;;
29554;7099;Stéphane Badji;Central Midfield;151;3.0;9.0
29555;7099;Stéphane Badji;Defensive Midfield;31;;
29556;7099;Stéphane Badji;Right-Back;7;;
29557;7099;Stéphane Badji;Attacking Midfield;2;;
29558;7099;Stéphane Badji;Left Midfield;1;;
29559;7100;Sambou Yatabaré;Central Midfield;67;7.0;6.0
29560;7100;Sambou Yatabaré;Defensive Midfield;40;3.0;3.0
29561;7100;Sambou Yatabaré;Right Midfield;40;2.0;6.0
29562;7100;Sambou Yatabaré;Attacking Midfield;8;1.0;1.0
29563;7100;Sambou Yatabaré;Left Midfield;7;1.0;
29564;7100;Sambou Yatabaré;Second Striker;5;1.0;
29565;7100;Sambou Yatabaré;Right-Back;3;;1.0
29566;7100;Sambou Yatabaré;Centre-Forward;2;2.0;1.0
29567;7101;Zeki Yavru;Right-Back;104;3.0;6.0
29568;7101;Zeki Yavru;Central Midfield;43;9.0;3.0
29569;7101;Zeki Yavru;Right Midfield;16;;
29570;7101;Zeki Yavru;Left-Back;4;;
29571;7101;Zeki Yavru;Right Winger;2;;
29572;7101;Zeki Yavru;Defensive Midfield;2;;
29573;7101;Zeki Yavru;Attacking Midfield;2;;
29574;7102;Magomed Mitrishev;Right Winger;81;7.0;4.0
29575;7102;Magomed Mitrishev;Centre-Forward;70;14.0;4.0
29576;7102;Magomed Mitrishev;Left Winger;20;1.0;1.0
29577;7102;Magomed Mitrishev;Second Striker;2;;
29578;7103;Hüseyin Tok;Centre-Back;114;4.0;
29579;7103;Hüseyin Tok;Defensive Midfield;3;;
29580;7104;João Ribeiro;Left Winger;14;3.0;
29581;7104;João Ribeiro;Right Winger;7;;
29582;7104;João Ribeiro;Attacking Midfield;3;;
29583;7104;João Ribeiro;Right Midfield;1;;
29584;7104;João Ribeiro;Centre-Forward;1;;
29585;7104;João Ribeiro;Left Midfield;1;;
29586;7105;Stefan Posch;Centre-Back;67;2.0;1.0
29587;7105;Stefan Posch;Right-Back;3;;
29588;7105;Stefan Posch;Defensive Midfield;1;1.0;
29589;7106;Lukas Klünter;Right-Back;74;4.0;7.0
29590;7106;Lukas Klünter;Right Midfield;13;;
29591;7106;Lukas Klünter;Right Winger;12;;2.0
29592;7106;Lukas Klünter;Centre-Forward;12;2.0;
29593;7106;Lukas Klünter;Defensive Midfield;5;1.0;
29594;7106;Lukas Klünter;Left Midfield;2;;
29595;7106;Lukas Klünter;Centre-Back;1;;
29596;7107;Antonio Notario;Goalkeeper;15;;
29597;7108;Loris Benito;Left-Back;127;3.0;11.0
29598;7108;Loris Benito;Left Midfield;13;;1.0
29599;7108;Loris Benito;Centre-Back;11;;
29600;7108;Loris Benito;Defensive Midfield;5;;
29601;7108;Loris Benito;Central Midfield;1;;
29602;7109;Domingos Quina;Central Midfield;29;3.0;2.0
29603;7109;Domingos Quina;Attacking Midfield;8;1.0;
29604;7109;Domingos Quina;Left Midfield;4;;1.0
29605;7109;Domingos Quina;Defensive Midfield;4;1.0;
29606;7109;Domingos Quina;Right Midfield;1;;
29607;7110;João Afonso;Centre-Back;115;2.0;7.0
29608;7111;Erhan Namli;Central Midfield;4;;
29609;7111;Erhan Namli;Attacking Midfield;2;;
29610;7111;Erhan Namli;Defensive Midfield;1;;
29611;7111;Erhan Namli;Right Winger;1;;
29612;7111;Erhan Namli;Left-Back;1;;
29613;7112;Frédéric Da Rocha;Attacking Midfield;26;1.0;1.0
29614;7112;Frédéric Da Rocha;Central Midfield;22;;2.0
29615;7112;Frédéric Da Rocha;Right Winger;5;;
29616;7112;Frédéric Da Rocha;Centre-Forward;5;;
29617;7112;Frédéric Da Rocha;Right Midfield;3;;
29618;7112;Frédéric Da Rocha;Left Winger;1;;
29619;7113;Rodolfo Bodipo;Centre-Forward;12;;
29620;7113;Rodolfo Bodipo;Second Striker;1;;
29621;7114;Mauricio Pellegrino;Centre-Back;34;1.0;
29622;7114;Mauricio Pellegrino;Defensive Midfield;1;;
29623;7115;Roman Kontsedalov;Central Midfield;57;5.0;3.0
29624;7115;Roman Kontsedalov;Defensive Midfield;38;;3.0
29625;7115;Roman Kontsedalov;Attacking Midfield;25;1.0;2.0
29626;7115;Roman Kontsedalov;Right Midfield;3;;
29627;7115;Roman Kontsedalov;Left Midfield;1;;
29628;7116;Johannes van den Bergh;Left-Back;215;1.0;14.0
29629;7116;Johannes van den Bergh;Left Midfield;29;;2.0
29630;7116;Johannes van den Bergh;Left Winger;3;;
29631;7116;Johannes van den Bergh;Right-Back;1;;
29632;7116;Johannes van den Bergh;Centre-Back;1;;
29633;7117;Danny Hoesen;Centre-Forward;180;48.0;26.0
29634;7117;Danny Hoesen;Right Winger;17;4.0;3.0
29635;7117;Danny Hoesen;Left Winger;6;2.0;1.0
29636;7117;Danny Hoesen;Right Midfield;2;2.0;
29637;7118;Tosin Adarabioyo;Centre-Back;91;1.0;
29638;7118;Tosin Adarabioyo;Right-Back;14;;1.0
29639;7119;Craig Fagan;Centre-Forward;15;2.0;2.0
29640;7119;Craig Fagan;Right Winger;9;1.0;
29641;7119;Craig Fagan;Left Winger;4;;1.0
29642;7120;Mauricio Pochettino;Centre-Back;18;;
29643;7121;Gregoor van Dijk;Defensive Midfield;38;2.0;
29644;7121;Gregoor van Dijk;Central Midfield;21;3.0;1.0
29645;7121;Gregoor van Dijk;Attacking Midfield;11;;
29646;7121;Gregoor van Dijk;Left Midfield;2;;
29647;7121;Gregoor van Dijk;Centre-Back;2;;
29648;7121;Gregoor van Dijk;Right-Back;1;;
29649;7122;Lucas Villafañez;Right Winger;79;14.0;12.0
29650;7122;Lucas Villafañez;Attacking Midfield;41;7.0;7.0
29651;7122;Lucas Villafañez;Left Winger;17;4.0;4.0
29652;7122;Lucas Villafañez;Right Midfield;7;1.0;
29653;7122;Lucas Villafañez;Centre-Forward;3;;
29654;7122;Lucas Villafañez;Central Midfield;2;;
29655;7122;Lucas Villafañez;Second Striker;1;;
29656;7122;Lucas Villafañez;Left Midfield;1;;
29657;7123;Mats Seuntjens;Attacking Midfield;57;6.0;9.0
29658;7123;Mats Seuntjens;Centre-Forward;50;13.0;5.0
29659;7123;Mats Seuntjens;Right Winger;47;10.0;13.0
29660;7123;Mats Seuntjens;Central Midfield;45;2.0;5.0
29661;7123;Mats Seuntjens;Left Winger;21;3.0;5.0
29662;7123;Mats Seuntjens;Right Midfield;2;1.0;
29663;7123;Mats Seuntjens;Second Striker;2;1.0;2.0
29664;7123;Mats Seuntjens;Defensive Midfield;1;;1.0
29665;7123;Mats Seuntjens;Left Midfield;1;;
29666;7123;Mats Seuntjens;Centre-Back;1;;
29667;7124;Aleksandr Zuev;Left Winger;89;6.0;13.0
29668;7124;Aleksandr Zuev;Right Winger;13;2.0;1.0
29669;7124;Aleksandr Zuev;Second Striker;9;1.0;1.0
29670;7124;Aleksandr Zuev;Centre-Forward;8;;
29671;7125;Serhii Pylypchuk;Left Midfield;59;6.0;8.0
29672;7125;Serhii Pylypchuk;Left Winger;31;6.0;3.0
29673;7125;Serhii Pylypchuk;Right Winger;24;2.0;2.0
29674;7125;Serhii Pylypchuk;Central Midfield;3;;
29675;7125;Serhii Pylypchuk;Right Midfield;1;;
29676;7125;Serhii Pylypchuk;Defensive Midfield;1;;
29677;7125;Serhii Pylypchuk;Centre-Back;1;;
29678;7126;Julien Serrano;Left-Back;12;;2.0
29679;7126;Julien Serrano;Centre-Back;4;;
29680;7127;Tommy Smith;Centre-Forward;35;2.0;4.0
29681;7127;Tommy Smith;Right Winger;20;2.0;2.0
29682;7127;Tommy Smith;Left Winger;14;;
29683;7127;Tommy Smith;Second Striker;6;1.0;
29684;7127;Tommy Smith;Attacking Midfield;2;;
29685;7128;Andrew Taylor;Left-Back;218;1.0;12.0
29686;7128;Andrew Taylor;Left Midfield;20;;1.0
29687;7128;Andrew Taylor;Centre-Back;1;;
29688;7129;Bilal Kisa;Central Midfield;96;10.0;16.0
29689;7129;Bilal Kisa;Attacking Midfield;76;9.0;12.0
29690;7129;Bilal Kisa;Left Midfield;6;;
29691;7129;Bilal Kisa;Defensive Midfield;2;;2.0
29692;7130;Joey van den Berg;Defensive Midfield;98;5.0;7.0
29693;7130;Joey van den Berg;Central Midfield;45;3.0;7.0
29694;7130;Joey van den Berg;Centre-Back;44;3.0;2.0
29695;7130;Joey van den Berg;Attacking Midfield;32;3.0;4.0
29696;7130;Joey van den Berg;Centre-Forward;15;1.0;4.0
29697;7131;Lasse Sobiech;Centre-Back;187;20.0;5.0
29698;7131;Lasse Sobiech;Right Midfield;1;;
29699;7132;Manu Herrera;Goalkeeper;71;;
29700;7133;Guilherme Santos;Left-Back;100;;14.0
29701;7133;Guilherme Santos;Left Midfield;16;1.0;1.0
29702;7133;Guilherme Santos;Left Winger;1;;
29703;7134;Sercan Kaya;Right Winger;88;16.0;15.0
29704;7134;Sercan Kaya;Attacking Midfield;37;10.0;7.0
29705;7134;Sercan Kaya;Centre-Forward;17;6.0;4.0
29706;7134;Sercan Kaya;Left Winger;15;1.0;1.0
29707;7134;Sercan Kaya;Right-Back;3;;1.0
29708;7134;Sercan Kaya;Central Midfield;3;;
29709;7134;Sercan Kaya;Left Midfield;2;;
29710;7134;Sercan Kaya;Second Striker;1;;1.0
29711;7135;Leo Stulac;Defensive Midfield;56;5.0;1.0
29712;7135;Leo Stulac;Central Midfield;53;9.0;7.0
29713;7135;Leo Stulac;Attacking Midfield;8;1.0;2.0
29714;7135;Leo Stulac;Right Winger;1;;
29715;7136;Alexander Farnerud;Central Midfield;72;15.0;14.0
29716;7136;Alexander Farnerud;Attacking Midfield;63;12.0;12.0
29717;7136;Alexander Farnerud;Centre-Forward;38;12.0;5.0
29718;7136;Alexander Farnerud;Defensive Midfield;24;4.0;3.0
29719;7136;Alexander Farnerud;Right Winger;12;3.0;5.0
29720;7136;Alexander Farnerud;Right Midfield;5;3.0;3.0
29721;7136;Alexander Farnerud;Left Winger;4;1.0;
29722;7136;Alexander Farnerud;Left Midfield;4;;1.0
29723;7136;Alexander Farnerud;Second Striker;2;1.0;
29724;7137;Sergio Córdova;Centre-Forward;38;4.0;3.0
29725;7137;Sergio Córdova;Right Winger;7;;
29726;7137;Sergio Córdova;Second Striker;1;;
29727;7138;Willie Overtoom;Attacking Midfield;67;15.0;18.0
29728;7138;Willie Overtoom;Central Midfield;9;;3.0
29729;7138;Willie Overtoom;Left Winger;5;;
29730;7138;Willie Overtoom;Right Midfield;1;;
29731;7138;Willie Overtoom;Left Midfield;1;1.0;1.0
29732;7138;Willie Overtoom;Right Winger;1;;
29733;7139;Stephan Schröck;Right-Back;86;2.0;10.0
29734;7139;Stephan Schröck;Left Midfield;39;3.0;9.0
29735;7139;Stephan Schröck;Right Midfield;29;1.0;2.0
29736;7139;Stephan Schröck;Right Winger;12;2.0;2.0
29737;7139;Stephan Schröck;Left Winger;11;;
29738;7139;Stephan Schröck;Attacking Midfield;10;;2.0
29739;7139;Stephan Schröck;Left-Back;7;;1.0
29740;7139;Stephan Schröck;Centre-Forward;3;2.0;1.0
29741;7139;Stephan Schröck;Defensive Midfield;3;;
29742;7139;Stephan Schröck;Second Striker;1;;
29743;7139;Stephan Schröck;Central Midfield;1;;
29744;7140;Juande;Defensive Midfield;132;1.0;2.0
29745;7140;Juande;Central Midfield;27;;1.0
29746;7140;Juande;Right Midfield;4;1.0;
29747;7140;Juande;Attacking Midfield;1;;
29748;7141;Marcelo Sosa;Defensive Midfield;10;;
29749;7141;Marcelo Sosa;Central Midfield;3;;
29750;7141;Marcelo Sosa;Left Midfield;1;;
29751;7142;Mbilla Etame;Centre-Forward;67;25.0;10.0
29752;7142;Mbilla Etame;Right Winger;47;16.0;5.0
29753;7142;Mbilla Etame;Left Winger;23;3.0;5.0
29754;7143;Marco Né;Central Midfield;5;;1.0
29755;7143;Marco Né;Attacking Midfield;5;;1.0
29756;7143;Marco Né;Left Midfield;1;1.0;
29757;7143;Marco Né;Right Midfield;1;;
29758;7143;Marco Né;Defensive Midfield;1;;
29759;7144;Damiano Ferronetti;Centre-Back;52;4.0;2.0
29760;7144;Damiano Ferronetti;Right-Back;25;;1.0
29761;7144;Damiano Ferronetti;Right Midfield;20;1.0;
29762;7144;Damiano Ferronetti;Left-Back;2;;
29763;7145;Ricardo León;Central Midfield;51;4.0;1.0
29764;7145;Ricardo León;Defensive Midfield;4;;1.0
29765;7145;Ricardo León;Right Midfield;3;;
29766;7145;Ricardo León;Left Midfield;2;;
29767;7146;Ionut Nedelcearu;Centre-Back;117;5.0;
29768;7146;Ionut Nedelcearu;Defensive Midfield;13;1.0;
29769;7147;Marcel Mbayo;Right Winger;7;;
29770;7147;Marcel Mbayo;Attacking Midfield;3;1.0;
29771;7147;Marcel Mbayo;Centre-Forward;2;;
29772;7147;Marcel Mbayo;Left Winger;2;;
29773;7147;Marcel Mbayo;Right Midfield;2;;
29774;7147;Marcel Mbayo;Central Midfield;1;;
29775;7148;Ian Pearce;Centre-Back;12;;
29776;7148;Ian Pearce;Centre-Forward;1;;
29777;7149;Steve Lomas;Central Midfield;10;;
29778;7149;Steve Lomas;Defensive Midfield;3;;
29779;7149;Steve Lomas;Right-Back;1;;
29780;7150;Jakub Navrátil;Centre-Back;147;11.0;
29781;7150;Jakub Navrátil;Right-Back;28;3.0;
29782;7150;Jakub Navrátil;Left-Back;1;;
29783;7151;Gonzalo Sorondo;Centre-Back;5;;
29784;7152;Víctor Pérez;Central Midfield;61;3.0;2.0
29785;7152;Víctor Pérez;Defensive Midfield;27;3.0;
29786;7152;Víctor Pérez;Attacking Midfield;4;;
29787;7152;Víctor Pérez;Right-Back;1;;
29788;7152;Víctor Pérez;Right Winger;1;;
29789;7152;Víctor Pérez;Left Midfield;1;;
29790;7153;Wilfried Kanon;Centre-Back;137;8.0;4.0
29791;7153;Wilfried Kanon;Left-Back;28;;2.0
29792;7153;Wilfried Kanon;Defensive Midfield;6;2.0;
29793;7154;Antonio Pacheco;Attacking Midfield;58;14.0;21.0
29794;7154;Antonio Pacheco;Second Striker;21;7.0;3.0
29795;7154;Antonio Pacheco;Centre-Forward;5;2.0;
29796;7154;Antonio Pacheco;Right Winger;3;1.0;
29797;7154;Antonio Pacheco;Right Midfield;3;1.0;1.0
29798;7155;Beom-seok Oh;Right-Back;68;3.0;3.0
29799;7155;Beom-seok Oh;Defensive Midfield;48;1.0;4.0
29800;7155;Beom-seok Oh;Centre-Back;19;1.0;
29801;7155;Beom-seok Oh;Right Winger;7;;
29802;7155;Beom-seok Oh;Central Midfield;3;;
29803;7155;Beom-seok Oh;Right Midfield;2;;
29804;7155;Beom-seok Oh;Left Midfield;1;;
29805;7156;Filip Sebo;Centre-Forward;15;2.0;
29806;7156;Filip Sebo;Right Winger;1;1.0;
29807;7157;Ihsan Sacko;Right Winger;11;;1.0
29808;7157;Ihsan Sacko;Attacking Midfield;10;4.0;
29809;7157;Ihsan Sacko;Centre-Forward;7;;
29810;7157;Ihsan Sacko;Left Winger;3;;
29811;7158;Winston Parks;Centre-Forward;20;2.0;
29812;7159;Santiago Silva;Centre-Forward;271;86.0;26.0
29813;7159;Santiago Silva;Left Winger;1;;
29814;7160;Dwight McNeil;Left Winger;10;1.0;3.0
29815;7160;Dwight McNeil;Right Winger;1;;
29816;7160;Dwight McNeil;Left Midfield;1;;
29817;7160;Dwight McNeil;Right Midfield;1;;
29818;7161;Rubén Pulido;Centre-Back;94;1.0;1.0
29819;7161;Rubén Pulido;Right-Back;19;2.0;1.0
29820;7161;Rubén Pulido;Defensive Midfield;1;;
29821;7161;Rubén Pulido;Left-Back;1;;
29822;7162;Stanislav Varga;Centre-Back;11;1.0;1.0
29823;7163;Deniz Baris;Centre-Back;81;2.0;2.0
29824;7163;Deniz Baris;Defensive Midfield;24;1.0;2.0
29825;7163;Deniz Baris;Left-Back;2;;
29826;7163;Deniz Baris;Right Midfield;2;;
29827;7163;Deniz Baris;Right-Back;2;;
29828;7164;Jorge Bolaño;Central Midfield;80;1.0;
29829;7164;Jorge Bolaño;Left Midfield;20;;
29830;7164;Jorge Bolaño;Defensive Midfield;6;;
29831;7164;Jorge Bolaño;Right Midfield;2;;
29832;7165;Nathaël Julan;Centre-Forward;22;4.0;
29833;7165;Nathaël Julan;Right Winger;1;;
29834;7166;Eduardo;Centre-Forward;97;25.0;10.0
29835;7166;Eduardo;Right Winger;37;11.0;8.0
29836;7166;Eduardo;Right Midfield;12;6.0;5.0
29837;7166;Eduardo;Left Winger;3;2.0;1.0
29838;7166;Eduardo;Second Striker;2;;
29839;7166;Eduardo;Attacking Midfield;2;2.0;1.0
29840;7166;Eduardo;Left Midfield;1;1.0;
29841;7167;Ezequiel Carboni;Defensive Midfield;48;1.0;
29842;7167;Ezequiel Carboni;Central Midfield;6;;
29843;7167;Ezequiel Carboni;Attacking Midfield;1;;
29844;7168;Grégory Béranger;Left Winger;9;1.0;
29845;7168;Grégory Béranger;Left-Back;9;;
29846;7168;Grégory Béranger;Left Midfield;2;;
29847;7169;Gustavo Nery;Left Midfield;3;;
29848;7169;Gustavo Nery;Left-Back;2;;
29849;7170;Milan Purovic;Centre-Forward;25;2.0;2.0
29850;7170;Milan Purovic;Second Striker;1;;
29851;7171;Khaled Narey;Right-Back;59;3.0;7.0
29852;7171;Khaled Narey;Right Midfield;44;5.0;7.0
29853;7171;Khaled Narey;Right Winger;23;6.0;2.0
29854;7171;Khaled Narey;Left Midfield;23;5.0;2.0
29855;7171;Khaled Narey;Left-Back;13;2.0;1.0
29856;7171;Khaled Narey;Centre-Forward;2;1.0;
29857;7171;Khaled Narey;Left Winger;1;;1.0
29858;7172;Nouha Dicko;Centre-Forward;145;44.0;20.0
29859;7172;Nouha Dicko;Right Winger;14;3.0;
29860;7172;Nouha Dicko;Second Striker;12;1.0;2.0
29861;7172;Nouha Dicko;Attacking Midfield;2;1.0;
29862;7172;Nouha Dicko;Left Winger;2;1.0;
29863;7173;Enzo Zidane;Attacking Midfield;53;4.0;12.0
29864;7173;Enzo Zidane;Left Winger;22;2.0;5.0
29865;7173;Enzo Zidane;Central Midfield;10;2.0;
29866;7173;Enzo Zidane;Right Winger;9;1.0;1.0
29867;7173;Enzo Zidane;Left Midfield;3;;
29868;7173;Enzo Zidane;Centre-Forward;1;;
29869;7174;Igor Vetokele;Centre-Forward;119;37.0;16.0
29870;7174;Igor Vetokele;Second Striker;31;8.0;7.0
29871;7174;Igor Vetokele;Right Winger;10;2.0;1.0
29872;7174;Igor Vetokele;Left Winger;9;1.0;1.0
29873;7175;Jefferson;Goalkeeper;129;;
29874;7176;Valeri Domovchiyski;Centre-Forward;127;33.0;9.0
29875;7176;Valeri Domovchiyski;Second Striker;23;4.0;1.0
29876;7176;Valeri Domovchiyski;Attacking Midfield;15;3.0;
29877;7176;Valeri Domovchiyski;Left Winger;12;1.0;
29878;7176;Valeri Domovchiyski;Right Winger;4;;1.0
29879;7176;Valeri Domovchiyski;Left Midfield;2;;
29880;7177;Fernando Sales;Right Winger;46;2.0;2.0
29881;7177;Fernando Sales;Central Midfield;2;;
29882;7177;Fernando Sales;Centre-Forward;2;;
29883;7177;Fernando Sales;Right Midfield;2;;
29884;7177;Fernando Sales;Attacking Midfield;1;;
29885;7177;Fernando Sales;Defensive Midfield;1;;
29886;7177;Fernando Sales;Left Midfield;1;;
29887;7178;Dael Fry;Centre-Back;79;2.0;3.0
29888;7178;Dael Fry;Right-Back;8;;2.0
29889;7178;Dael Fry;Defensive Midfield;1;;
29890;7178;Dael Fry;Left-Back;1;;
29891;7178;Dael Fry;Right Midfield;1;;1.0
29892;7179;Daniel Bierofka;Left Midfield;56;10.0;7.0
29893;7179;Daniel Bierofka;Central Midfield;50;8.0;4.0
29894;7179;Daniel Bierofka;Right Midfield;36;3.0;1.0
29895;7179;Daniel Bierofka;Left Winger;35;5.0;6.0
29896;7179;Daniel Bierofka;Attacking Midfield;12;1.0;
29897;7179;Daniel Bierofka;Right Winger;10;4.0;1.0
29898;7179;Daniel Bierofka;Defensive Midfield;7;;1.0
29899;7179;Daniel Bierofka;Right-Back;1;;
29900;7180;Sambégou Bangoura;Centre-Forward;13;5.0;1.0
29901;7181;Björn Johnsen;Centre-Forward;115;47.0;13.0
29902;7181;Björn Johnsen;Left Winger;2;;
29903;7181;Björn Johnsen;Right Winger;1;;
29904;7182;Anthony Weber;Centre-Back;203;7.0;5.0
29905;7183;Jádson;Defensive Midfield;58;4.0;
29906;7183;Jádson;Central Midfield;42;1.0;2.0
29907;7183;Jádson;Right Midfield;7;1.0;
29908;7183;Jádson;Attacking Midfield;5;;
29909;7183;Jádson;Left Midfield;2;;
29910;7183;Jádson;Right-Back;1;;
29911;7184;Jakub Piotrowski;Defensive Midfield;23;;2.0
29912;7184;Jakub Piotrowski;Central Midfield;19;1.0;2.0
29913;7184;Jakub Piotrowski;Attacking Midfield;7;2.0;3.0
29914;7184;Jakub Piotrowski;Right Winger;1;;
29915;7185;Joaquín Arzura;Defensive Midfield;108;1.0;2.0
29916;7185;Joaquín Arzura;Central Midfield;11;;
29917;7185;Joaquín Arzura;Right Midfield;3;;
29918;7185;Joaquín Arzura;Left Midfield;2;;
29919;7185;Joaquín Arzura;Right-Back;1;;
29920;7186;Daniele De Vezze;Central Midfield;161;8.0;6.0
29921;7186;Daniele De Vezze;Defensive Midfield;17;;1.0
29922;7186;Daniele De Vezze;Right Midfield;3;;
29923;7186;Daniele De Vezze;Attacking Midfield;1;;
29924;7186;Daniele De Vezze;Left Midfield;1;;
29925;7186;Daniele De Vezze;Left-Back;1;;
29926;7187;Thomas Kessler;Goalkeeper;144;;
29927;7188;Gastón Curbelo;Centre-Forward;3;;1.0
29928;7188;Gastón Curbelo;Central Midfield;1;;
29929;7189;Pablo Sicilia;Left-Back;3;;1.0
29930;7189;Pablo Sicilia;Centre-Back;3;;
29931;7190;Koke;Centre-Forward;36;5.0;5.0
29932;7190;Koke;Second Striker;17;6.0;2.0
